,Title,Year,Rating,Vote,Metascore,Budget,Certificate,Runtime,Genre,Overview,Artist,Director
988,P.S. I Love You,(2007),7.0,"214,217",39        ,$53.70M,PG-13,126 min,"Comedy, Drama, Romance","
A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.","['Hilary Swank', 'Gerard Butler', 'Harry Connick Jr.', 'Lisa Kudrow']",Richard LaGravenese
989,What Women Want,(2000),6.4,"214,209",47        ,$182.81M,PG-13,127 min,"Comedy, Fantasy, Romance","
A cocky, chauvinistic advertising executive magically acquires the ability to hear what women are thinking.","['Mel Gibson', 'Helen Hunt', 'Marisa Tomei', 'Alan Alda']",Nancy Meyers
990,Ghostbusters II,(1989),6.6,"213,980",56        ,$112.49M,PG,108 min,"Action, Comedy, Fantasy","
The discovery of a massive river of ectoplasm and a resurgence of spectral activity allows the staff of Ghostbusters to revive the business.","['Bill Murray', 'Dan Aykroyd', 'Sigourney Weaver', 'Harold Ramis']",Ivan Reitman
991,Lara Croft: Tomb Raider,(2001),5.7,"213,949",33        ,$131.14M,PG-13,100 min,"Action, Adventure, Fantasy","
Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.","['Angelina Jolie', 'Jon Voight', 'Iain Glen', 'Noah Taylor']",Simon West
992,Death Race,(2008),6.4,"213,898",43        ,$36.32M,R,105 min,"Action, Sci-Fi, Thriller","
Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world's most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.","['Jason Statham', 'Joan Allen', 'Tyrese Gibson', 'Ian McShane']",Paul W.S. Anderson
993,Mad Max,(1979),6.8,"213,670",73        ,$8.75M,R,88 min,"Action, Adventure, Sci-Fi","
In a self-destructing world, a vengeful Australian policeman sets out to stop a violent motorcycle gang.","['Mel Gibson', 'Joanne Samuel', 'Hugh Keays-Byrne', 'Steve Bisley']",George Miller
994,The Emperor's New Groove,(2000),7.4,"213,406",70        ,$89.30M,G,78 min,"Animation, Adventure, Comedy","
Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder.","['David Spade', 'John Goodman', 'Eartha Kitt', 'Patrick Warburton']",Mark Dindal
995,Traffic,(2000),7.6,"213,389",86        ,$124.12M,R,147 min,"Crime, Drama, Thriller","
A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.","['Michael Douglas', 'Benicio Del Toro', 'Catherine Zeta-Jones', 'Jacob Vargas']",Steven Soderbergh
996,G.I. Joe: The Rise of Cobra,(2009),5.7,"212,040",32        ,$152.27M,PG-13,118 min,"Action, Adventure, Sci-Fi","
An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.","['Dennis Quaid', 'Channing Tatum', 'Marlon Wayans', 'Adewale Akinnuoye-Agbaje']",Stephen Sommers
997,The Happening,(2008),5.0,"211,988",34        ,$64.51M,R,91 min,"Adventure, Drama, Sci-Fi","
A science teacher, his wife, and a young girl struggle to survive a plague that causes those infected to commit suicide.","['Mark Wahlberg', 'Zooey Deschanel', 'John Leguizamo', 'Ashlyn Sanchez']",M. Night Shyamalan
998,"I Love You, Man",(2009),7.0,"211,966",70        ,$71.44M,R,105 min,"Comedy, Romance","
Friendless Peter Klaven goes on a series of man-dates to find a Best Man for his wedding. But, when his insta-bond with his new B.F.F. puts a strain on his relationship with his fiancée, can the trio learn to live happily ever after?","['Paul Rudd', 'Jason Segel', 'Rashida Jones', 'Sarah Burns']",John Hamburg
999,Love & Other Drugs,(2010),6.7,"211,844",55        ,$32.37M,R,112 min,"Comedy, Drama, Romance","
In 1990s Pittsburgh, a medicine peddler starts a relationship with a young woman suffering from Parkinson's disease.","['Jake Gyllenhaal', 'Anne Hathaway', 'Judy Greer', 'Oliver Platt']",Edward Zwick
1000,Fracture,(2007),7.2,"211,506",68        ,$39.02M,R,113 min,"Crime, Drama, Thriller","
An attorney intending on climbing the career ladder toward success finds an unlikely opponent in a manipulative criminal he is trying to prosecute.","['Anthony Hopkins', 'Ryan Gosling', 'David Strathairn', 'Rosamund Pike']",Gregory Hoblit
1001,Hansel & Gretel: Witch Hunters,(2013),6.1,"211,427",23        ,$55.70M,R,88 min,"Action, Fantasy, Horror","
Brother/sister duo Hansel and Gretel are professional witch-hunters who help innocent villagers. One day they stumble upon a case that could hold the key to their past.","['Jeremy Renner', 'Gemma Arterton', 'Peter Stormare', 'Famke Janssen']",Tommy Wirkola
1002,Oz the Great and Powerful,(2013),6.3,"211,173",44        ,$234.91M,PG,130 min,"Adventure, Family, Fantasy","
A small-time magician is swept away to an enchanted land and is forced into a power struggle between three witches.","['James Franco', 'Michelle Williams', 'Rachel Weisz', 'Mila Kunis']",Sam Raimi
1003,A Good Day to Die Hard,(2013),5.2,"210,938",28        ,$67.35M,R,98 min,"Action, Thriller","
John McClane travels to Russia to help out his seemingly wayward son, Jack, only to discover that Jack is a CIA operative working undercover, causing the father and son to team up against underworld forces.","['Bruce Willis', 'Jai Courtney', 'Sebastian Koch', 'Mary Elizabeth Winstead']",John Moore
1004,Enchanted,(2007),7.1,"210,679",75        ,$127.81M,PG,107 min,"Animation, Adventure, Comedy","
A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer.","['Amy Adams', 'Susan Sarandon', 'James Marsden', 'Patrick Dempsey']",Kevin Lima
1005,The Raid: Redemption,(2011),7.6,"210,489",73        ,$4.11M,R,101 min,"Action, Crime, Thriller","
A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.","['Iko Uwais', 'Ananda George', 'Ray Sahetapy', 'Donny Alamsyah']",Gareth Evans
1006,Drag Me to Hell,(2009),6.6,"210,288",83        ,$42.10M,PG-13,99 min,Horror,"
A loan officer who evicts an old woman from her home finds herself the recipient of a supernatural curse. Desperate, she turns to a seer to try and save her soul, while evil forces work to push her to a breaking point.","['Alison Lohman', 'Justin Long', 'Ruth Livier', 'Lorna Raver']",Sam Raimi
